Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Chennai,107000,Petrol,Manual,First,1388.0,68.0,5.0,2.6,Ford,Fiesta,10,16.6
Kolkata,2196,Petrol,Manual,First,796.0,47.3,5.0,2.75,Maruti,Alto,3,22.74
Kolkata,24000,Petrol,Automatic,First,2996.0,,5.0,8.75,BMW,5,10,10.6
Coimbatore,44846,Petrol,Manual,Second,1368.0,88.7,5.0,5.41,Fiat,Grande,5,14.6
Kochi,64035,Diesel,Automatic,First,1248.0,73.75,5.0,8.55,Maruti,Dzire,2,28.4
Mumbai,45600,Diesel,Manual,First,2179.0,140.0,7.0,8.25,Mahindra,XUV500,6,15.1
Kochi,102001,Diesel,Automatic,First,2400.0,200.0,7.0,23.58,Volvo,XC90,6,11.1
Coimbatore,47439,Petrol,Manual,First,1197.0,78.9,5.0,4.49,Hyundai,i10,6,20.36
Hyderabad,193254,Diesel,Manual,First,2982.0,171.0,7.0,12.99,Toyota,Fortuner,10,11.5
Bangalore,29000,Petrol,Automatic,First,624.0,37.48,4.0,2.8,Tata,Nano,4,21.9
Coimbatore,51681,Diesel,Manual,First,1461.0,108.5,8.0,8.43,Renault,Lodgy,4,19.98
Hyderabad,50000,Diesel,Automatic,First,2967.0,,7.0,47.5,Audi,Q7,5,12.07
Mumbai,42666,Petrol,Automatic,First,1497.0,117.3,5.0,8.95,Honda,City,4,18.0
Jaipur,65000,Diesel,Manual,Second,1461.0,108.45,5.0,5.5,Renault,Duster,7,19.01
Jaipur,18776,Petrol,Manual,First,1198.0,86.7,5.0,4.75,Honda,Amaze,6,17.8
Jaipur,6714,Petrol,Manual,First,1198.0,86.7,5.0,4.75,Honda,Amaze,4,18.0
Pune,40000,Petrol,Automatic,Second,1995.0,154.0,5.0,9.5,BMW,3,11,12.05
Coimbatore,88539,Diesel,Manual,First,1248.0,73.94,5.0,3.77,Maruti,Ritz,9,23.2
Delhi,65055,Petrol,Manual,Second,1497.0,118.0,5.0,4.25,Honda,City,8,17.0
Mumbai,23000,Diesel,Automatic,First,1995.0,184.0,5.0,19.9,BMW,3,6,18.88
Chennai,60000,Diesel,Manual,First,1896.0,105.0,5.0,4.0,Volkswagen,Jetta,11,15.0
Kochi,59350,Petrol,Manual,First,1197.0,85.8,5.0,4.16,Maruti,Swift,7,19.1
Bangalore,19000,Diesel,Automatic,Second,2179.0,187.7,5.0,38.0,Jaguar,XF,5,16.36
Kochi,45560,Petrol,Automatic,First,1197.0,82.0,5.0,6.34,Hyundai,Xcent,4,16.9
Pune,118000,Diesel,Manual,First,2494.0,102.0,8.0,4.5,Toyota,Innova,11,12.8
Chennai,55000,Petrol,Manual,First,1196.0,73.0,7.0,3.75,Maruti,Eeco,4,15.1
Delhi,60000,Diesel,Automatic,Second,1968.0,140.8,5.0,10.2,Audi,A4,8,15.2
Chennai,145000,Diesel,Manual,First,2494.0,102.0,8.0,5.0,Toyota,Innova,13,12.8
Mumbai,46810,Petrol,Manual,First,1995.0,163.5,5.0,3.95,Maruti,Grand,12,9.8
Coimbatore,62767,Diesel,Manual,First,1498.0,103.2,5.0,9.75,Volkswagen,Vento,4,20.34
Kochi,18553,Petrol,Manual,First,1197.0,81.86,5.0,7.93,Hyundai,Elite,2,18.6
Hyderabad,143143,Diesel,Manual,First,1399.0,67.0,5.0,2.1,Ford,Fiesta,9,17.8
Coimbatore,53497,Diesel,Manual,First,2477.0,175.56,7.0,16.42,Mitsubishi,Pajero,5,13.5
Bangalore,148000,Diesel,Manual,Second,2199.0,194.3,7.0,8.9,Hyundai,Santa,9,14.66
Pune,95000,Diesel,Manual,First,2179.0,140.0,7.0,7.21,Mahindra,XUV500,8,15.1
Chennai,100000,Diesel,Manual,First,2494.0,102.0,8.0,13.5,Toyota,Innova,5,12.8
Chennai,29000,Diesel,Automatic,First,2987.0,,5.0,65.0,Mercedes-Benz,GLE,4,11.57
Bangalore,87000,Diesel,Manual,First,2179.0,120.0,7.0,7.4,Mahindra,Scorpio,6,12.05
Kochi,56838,Petrol,Automatic,First,1497.0,118.0,5.0,5.15,Honda,City,6,16.8
Pune,100000,Diesel,Automatic,First,2987.0,224.0,7.0,32.0,Mercedes-Benz,GL-Class,7,12.0
Kolkata,125000,Petrol,Manual,First,1497.0,118.0,5.0,3.25,Honda,City,9,17.0
Kolkata,17000,Petrol,Automatic,First,998.0,67.0,5.0,3.95,Maruti,Wagon,3,22.5
Pune,70000,Petrol,Manual,Second,1193.0,65.0,5.0,1.5,Tata,Indigo,7,15.4
Pune,50000,Petrol,Manual,Second,1197.0,80.0,5.0,3.0,Hyundai,i20,10,17.0
Kolkata,39800,Petrol,Manual,First,1198.0,90.0,5.0,1.99,Honda,Jazz,10,16.0
Kolkata,60000,Petrol,Manual,First,998.0,66.1,5.0,1.35,Maruti,A-Star,10,19.0
Hyderabad,58000,Diesel,Automatic,First,1995.0,181.0,5.0,13.5,BMW,3,11,16.07
Hyderabad,110009,Diesel,Manual,First,1968.0,138.08,5.0,6.99,Skoda,Yeti,10,17.67
Hyderabad,85000,Diesel,Manual,First,1461.0,108.5,5.0,8.5,Nissan,Terrano,7,19.01
Pune,84000,Diesel,Manual,Second,1199.0,73.9,5.0,2.89,Volkswagen,Polo,10,22.07
Mumbai,51000,Diesel,Automatic,First,1995.0,190.0,5.0,10.5,BMW,3,9,22.69
Kochi,68880,Petrol,Manual,First,1498.0,97.7,5.0,3.97,Nissan,Sunny,7,16.95
Chennai,5500,Petrol,Automatic,First,998.0,67.1,5.0,4.25,Maruti,Alto,3,24.07
Coimbatore,40052,Petrol,Manual,First,1197.0,85.8,5.0,6.17,Maruti,Ritz,4,21.1
Coimbatore,47293,Diesel,Automatic,First,1968.0,174.3,5.0,38.72,Audi,Q5,4,14.16
Hyderabad,79663,Diesel,Manual,First,1493.0,110.0,5.0,6.5,Hyundai,Verna,7,16.8
Jaipur,63000,Diesel,Manual,Second,1498.0,98.6,5.0,4.25,Honda,Amaze,7,25.8
Kolkata,45000,Diesel,Manual,First,1498.0,98.6,5.0,4.75,Honda,City,6,26.0
Kochi,56501,Diesel,Automatic,First,2755.0,174.5,7.0,17.71,Toyota,Fortuner,6,12.9
Jaipur,58000,Diesel,Manual,First,1498.0,103.2,5.0,5.85,Volkswagen,Vento,5,20.34
Coimbatore,51602,Diesel,Automatic,First,1995.0,190.0,5.0,17.27,BMW,5,9,22.48
Hyderabad,74199,Diesel,Automatic,First,1995.0,181.0,5.0,9.25,BMW,3,13,16.07
Ahmedabad,25000,Petrol,Automatic,First,1591.0,121.3,5.0,12.75,Hyundai,Creta,3,13.0
Pune,70000,Diesel,Automatic,Second,1995.0,190.0,5.0,27.0,BMW,3,4,21.76
Bangalore,25000,Diesel,Automatic,Second,2143.0,167.62,5.0,21.0,Mercedes-Benz,New,7,14.84
Hyderabad,22000,Diesel,Manual,First,1248.0,74.0,5.0,7.95,Maruti,Swift,3,26.59
Hyderabad,47020,Petrol,Manual,Second,998.0,67.04,5.0,4.5,Maruti,Celerio,5,23.1
Mumbai,8000,Diesel,Automatic,First,1995.0,187.74,5.0,33.75,BMW,3,3,19.59
Delhi,73000,Diesel,Automatic,First,,,7.0,17.51,Audi,Q7,10,11.33
Kochi,36973,Petrol,Manual,First,1199.0,88.7,5.0,6.8,Honda,Jazz,3,18.2
Coimbatore,42083,Petrol,Manual,First,624.0,37.48,4.0,1.68,Tata,Nano,6,25.4
Chennai,61000,Petrol,Manual,First,796.0,47.3,5.0,2.9,Maruti,Alto,4,24.7
Mumbai,43628,Petrol,Manual,First,998.0,67.04,5.0,3.16,Maruti,Wagon,6,22.5
Jaipur,60000,Diesel,Manual,First,1120.0,71.0,5.0,3.9,Hyundai,Xcent,6,24.4
Delhi,54000,Petrol,Manual,Second,1199.0,76.8,5.0,1.95,Chevrolet,Beat,10,17.8
Kochi,27001,Diesel,Automatic,First,2179.0,187.7,5.0,26.52,Jaguar,XF,5,16.36
Chennai,52000,Diesel,Automatic,First,1968.0,167.7,5.0,9.0,Volkswagen,Passat,10,18.33
Hyderabad,80000,Diesel,Manual,First,1396.0,88.76,5.0,4.5,Hyundai,i20,8,21.27
Chennai,160000,Diesel,Manual,First,2835.0,107.2,6.0,8.75,Mitsubishi,Pajero,12,10.5
Chennai,3300,Diesel,Automatic,First,1248.0,88.5,5.0,11.5,Maruti,Vitara,2,24.3
Delhi,35027,Petrol,Manual,First,998.0,67.1,5.0,3.0,Maruti,Alto,4,24.07
Coimbatore,26568,Petrol,Manual,First,814.0,55.2,5.0,3.79,Hyundai,EON,5,21.1
Ahmedabad,59000,Diesel,Manual,First,1248.0,88.5,5.0,6.0,Maruti,Ciaz,5,28.09
Bangalore,51000,Diesel,Manual,First,1582.0,126.2,5.0,13.25,Hyundai,Creta,4,19.67
Delhi,56400,Diesel,Automatic,First,1968.0,138.1,5.0,8.0,Skoda,Superb,8,17.2
Hyderabad,80000,Diesel,Manual,First,1498.0,88.8,5.0,5.8,Volkswagen,Polo,5,20.14
Delhi,72000,Diesel,Automatic,Third,,,,13.85,BMW,5,8,18.48
Hyderabad,107000,Diesel,Manual,Second,2494.0,100.6,7.0,13.5,Toyota,Innova,7,12.99
Pune,100000,Diesel,Automatic,First,2143.0,203.0,5.0,25.0,Mercedes-Benz,E-Class,6,14.21
Kochi,59998,Diesel,Manual,First,1498.0,88.8,5.0,5.49,Volkswagen,Polo,4,20.14
Hyderabad,105000,Diesel,Automatic,First,1968.0,150.0,5.0,19.0,Audi,Q3,7,17.32
Kolkata,36000,Petrol,Manual,First,1197.0,80.0,5.0,2.5,Hyundai,i20,9,18.5
Kolkata,24350,Petrol,Manual,Second,1086.0,68.05,5.0,3.0,Hyundai,i10,5,19.81
Kochi,28973,Diesel,Manual,First,1047.0,69.0,5.0,6.64,Tata,Tigor,2,24.7
Kochi,8243,Petrol,Manual,First,814.0,55.2,5.0,3.21,Hyundai,EON,3,21.1
Chennai,136642,Petrol,Manual,Second,1086.0,62.1,5.0,1.55,Hyundai,Santro,11,17.92
Hyderabad,60000,Petrol,Manual,First,1086.0,62.1,5.0,2.59,Hyundai,Santro,9,17.92
Chennai,100000,Diesel,Manual,Second,2609.0,120.0,8.0,4.0,Mahindra,Scorpio,12,12.7
Jaipur,48689,Petrol,Manual,First,1497.0,117.3,5.0,3.87,Honda,City,10,17.4
Bangalore,45000,Diesel,Manual,First,1248.0,88.5,5.0,9.75,Maruti,Vitara,3,24.3
Kochi,38163,Diesel,Automatic,First,1968.0,174.33,5.0,32.91,Audi,A4,1,17.11
Chennai,43800,Diesel,Automatic,Second,2143.0,203.0,5.0,16.75,Mercedes-Benz,E-Class,9,14.21
Jaipur,92000,Petrol,Manual,First,1799.0,130.0,5.0,1.9,Honda,Civic,13,13.5
Kochi,14064,Petrol,Manual,First,1197.0,81.83,5.0,6.59,Hyundai,i20,3,18.6
Coimbatore,42366,Diesel,Automatic,First,1968.0,174.33,5.0,31.93,Audi,Q3,3,15.73
Jaipur,76551,Diesel,Manual,First,1498.0,98.6,5.0,7.25,Honda,City,6,25.1
Pune,72672,Petrol,Manual,First,1086.0,68.05,5.0,1.9,Hyundai,i10,12,19.81
Kolkata,45000,Diesel,Manual,First,1248.0,74.0,5.0,3.55,Maruti,Swift,5,25.2
Hyderabad,91696,Diesel,Automatic,First,2953.0,153.86,7.0,9.25,Ford,Endeavour,8,11.4
Kochi,66484,Petrol,Manual,First,1299.0,70.0,5.0,1.65,Ford,Ikon,11,13.8
Coimbatore,15456,Diesel,Automatic,First,1995.0,190.0,5.0,36.64,BMW,X1,1,20.68
Mumbai,55000,Diesel,Automatic,Second,2143.0,203.0,5.0,16.0,Mercedes-Benz,E-Class,9,14.21
Kochi,21112,CNG,Manual,First,1196.0,73.0,5.0,5.38,Maruti,Eeco,1,21.139999999999997
Pune,98000,Petrol,Manual,First,,,,3.15,Honda,Jazz,9,16.7
Ahmedabad,61297,Diesel,Manual,First,1498.0,98.6,5.0,4.35,Honda,Amaze,6,25.8
Hyderabad,80000,Petrol,Manual,Second,993.0,60.0,5.0,1.2,Maruti,Zen,14,17.3
Jaipur,59000,Petrol,Manual,Second,1197.0,80.0,5.0,4.1,Hyundai,i20,7,18.5
Chennai,150000,Diesel,Automatic,First,2993.0,,5.0,18.75,BMW,X5,11,11.0
Coimbatore,60083,Diesel,Manual,First,1582.0,126.2,5.0,13.78,Hyundai,Creta,3,19.67
Kolkata,85450,Diesel,Manual,First,1248.0,74.0,5.0,4.0,Maruti,Swift,4,26.59
Jaipur,88000,Diesel,Manual,First,1248.0,74.0,5.0,4.33,Maruti,Swift,7,22.9
Kochi,81828,Diesel,Manual,First,1186.0,73.97,5.0,5.43,Hyundai,Grand,5,24.0
Mumbai,18000,Petrol,Manual,First,1196.0,86.8,5.0,4.9,Ford,Figo,4,18.16
Chennai,15000,Diesel,Automatic,First,2993.0,,5.0,70.0,BMW,X5,3,15.97
Kolkata,34000,Diesel,Automatic,First,2143.0,167.62,5.0,25.5,Mercedes-Benz,New,4,11.78
Ahmedabad,46000,Petrol,Automatic,First,1197.0,82.0,5.0,5.1,Hyundai,Grand,5,18.9
Hyderabad,48158,Diesel,Manual,First,1582.0,126.32,5.0,6.7,Hyundai,Verna,7,22.32
Hyderabad,93000,Diesel,Automatic,First,2993.0,218.0,5.0,26.5,BMW,5,7,16.73
Ahmedabad,71007,Diesel,Manual,First,1461.0,63.1,5.0,3.9,Nissan,Micra,7,23.08
Pune,63067,Petrol,Manual,Second,1586.0,103.3,5.0,2.7,Maruti,SX4,10,15.5
Hyderabad,70259,Diesel,Manual,First,1248.0,88.8,5.0,2.95,Tata,Manza,9,21.12
Ahmedabad,13000,Diesel,Automatic,First,1968.0,140.0,5.0,23.0,Audi,A4,5,16.55
Pune,140000,Diesel,Manual,Second,1248.0,75.0,5.0,2.49,Maruti,Swift,11,17.8
Jaipur,130000,Diesel,Manual,First,1248.0,74.0,5.0,4.5,Maruti,Swift,5,25.2
Delhi,89401,Diesel,Manual,First,1364.0,87.2,5.0,4.5,Toyota,Corolla,9,21.43
Hyderabad,67000,Diesel,Manual,First,1498.0,98.6,5.0,6.9,Honda,Jazz,5,27.3
Kochi,65329,Petrol,Automatic,First,,,4.0,20.72,BMW,6,10,7.94
Jaipur,72000,Petrol,Manual,First,1198.0,73.9,5.0,2.21,Skoda,Fabia,10,16.25
Jaipur,70000,Petrol,Manual,Third,1242.0,,5.0,0.55,Fiat,Siena,19,
Mumbai,82000,Diesel,Automatic,Second,2179.0,187.74,5.0,13.9,Land,Rover,9,12.35
Pune,85000,Petrol,Manual,First,1596.0,101.0,5.0,1.46,Ford,Fiesta,10,15.3
Pune,83000,Diesel,Automatic,First,1582.0,126.32,5.0,6.0,Hyundai,Verna,8,19.08
Jaipur,26000,Petrol,Manual,First,999.0,67.0,5.0,3.0,Renault,KWID,4,21.7
Delhi,27000,Diesel,Manual,First,1248.0,88.8,5.0,3.5,Tata,Indica,8,22.3
Kochi,37746,Diesel,Manual,First,1396.0,88.73,5.0,7.59,Hyundai,i20,2,21.19
Mumbai,63274,Petrol,Manual,Second,1586.0,104.68,5.0,1.99,Maruti,SX4,11,15.0
Hyderabad,25000,Petrol,Manual,First,799.0,53.3,5.0,3.8,Renault,KWID,4,25.17
Bangalore,197000,Diesel,Manual,First,2498.0,112.0,7.0,4.0,Mahindra,Xylo,7,11.68
Bangalore,45010,Petrol,Manual,Second,814.0,55.2,5.0,2.95,Hyundai,EON,7,21.1
Delhi,75348,Diesel,Manual,First,1498.0,98.6,5.0,3.75,Honda,Amaze,7,25.8
Kolkata,90110,Diesel,Manual,First,1199.0,73.9,5.0,2.5,Volkswagen,Polo,10,22.07
Pune,102013,Petrol,Manual,First,1497.0,118.0,5.0,3.75,Honda,City,9,17.0
Pune,36000,Diesel,Automatic,First,2982.0,168.5,7.0,22.0,Toyota,Fortuner,5,12.55
Kochi,37578,Petrol,Manual,First,1198.0,86.7,5.0,6.14,Honda,Amaze,3,18.0
Pune,46001,Diesel,Automatic,First,1995.0,143.0,5.0,16.0,BMW,1,5,20.58
Hyderabad,46559,Petrol,Automatic,First,998.0,67.04,5.0,3.75,Maruti,Celerio,6,23.1
Mumbai,48000,Diesel,Manual,First,2494.0,100.6,8.0,11.75,Toyota,Innova,5,12.99
Pune,46000,Diesel,Automatic,Second,2179.0,187.7,5.0,24.0,Jaguar,XF,7,16.36
Hyderabad,15000,Petrol,Manual,First,1199.0,88.7,5.0,8.9,Honda,WRV,3,17.5
Chennai,85000,Diesel,Automatic,Third,1995.0,184.0,5.0,10.0,BMW,X1,8,17.05
Mumbai,32000,Petrol,Automatic,First,1598.0,103.5,5.0,5.55,Skoda,Rapid,6,14.3
Kochi,60818,Petrol,Manual,First,1598.0,103.5,5.0,3.59,Volkswagen,Vento,8,16.09
Coimbatore,35188,Diesel,Manual,First,1498.0,98.59,5.0,11.13,Ford,EcoSport,1,22.77
Jaipur,110000,Diesel,Manual,First,2179.0,140.0,7.0,7.2,Mahindra,XUV500,8,15.1
Mumbai,61000,Diesel,Manual,First,1388.0,67.0,5.0,2.98,Ford,Fiesta,6,18.6
Pune,75000,Petrol,Manual,Second,1086.0,62.1,5.0,1.7,Hyundai,Santro,10,17.92
Delhi,55000,Diesel,Automatic,First,2987.0,224.0,7.0,52.0,Mercedes-Benz,GL-Class,5,12.0
Pune,69966,Petrol,Manual,First,796.0,46.3,5.0,0.95,Maruti,Alto,17,19.7
Mumbai,42000,Petrol,Manual,First,1497.0,117.3,5.0,9.25,Honda,City,4,17.8
Bangalore,48000,Diesel,Automatic,First,2199.0,194.3,7.0,16.25,Hyundai,Santa,6,13.01
Kolkata,35000,Diesel,Automatic,First,2143.0,136.0,5.0,20.99,Mercedes-Benz,GLA,5,17.9
Chennai,128000,Diesel,Manual,Second,2494.0,102.0,8.0,4.25,Toyota,Innova,15,12.8
Bangalore,78000,Diesel,Automatic,Second,1995.0,181.0,5.0,7.2,BMW,3,12,16.07
Hyderabad,53080,Petrol,Manual,First,1197.0,85.8,5.0,4.4,Maruti,Swift,9,18.6
Pune,66000,Petrol,Manual,Second,1598.0,103.6,5.0,4.25,Volkswagen,Vento,9,15.04
Ahmedabad,25000,Petrol,Manual,First,1373.0,93.7,7.0,5.35,Maruti,Ertiga,8,16.02
Coimbatore,36139,Petrol,Automatic,Second,1197.0,82.0,5.0,6.3,Hyundai,Grand,4,18.9
Delhi,44000,Diesel,Manual,First,1582.0,126.2,5.0,12.5,Hyundai,Creta,3,19.67
Ahmedabad,50000,Diesel,Automatic,Second,2967.0,,5.0,7.5,Audi,A6,12,16.77
Delhi,81177,Diesel,Manual,First,1997.0,140.0,7.0,11.25,Mahindra,XUV500,4,16.0
Mumbai,26000,Petrol,Automatic,First,1499.0,110.4,5.0,7.65,Ford,EcoSport,4,16.05
Mumbai,100000,Diesel,Manual,First,1120.0,71.0,5.0,4.5,Hyundai,Xcent,4,24.4
Hyderabad,75000,Diesel,Automatic,First,1498.0,103.2,5.0,7.5,Volkswagen,Vento,6,21.21
Kochi,119859,Petrol,Automatic,First,2987.0,210.0,5.0,7.1,Mercedes-Benz,S-Class,16,13.0
Mumbai,55980,Petrol,Manual,First,1197.0,78.9,5.0,2.25,Hyundai,i10,10,20.36
Hyderabad,30000,Diesel,Automatic,First,1968.0,174.33,5.0,27.0,Audi,A4,5,17.11
Pune,49700,Diesel,Manual,Second,1396.0,88.76,5.0,4.18,Hyundai,i20,8,21.9
Chennai,79000,Diesel,Manual,First,1396.0,88.7,5.0,6.5,Hyundai,Verna,7,23.5
Delhi,65100,Petrol,Manual,First,1497.0,118.0,5.0,3.15,Honda,City,10,17.0
Pune,54161,Diesel,Manual,First,1248.0,88.5,7.0,7.64,Maruti,Ertiga,4,25.47
Hyderabad,28619,Petrol,Manual,First,796.0,46.3,5.0,2.4,Maruti,Alto,9,19.7
Mumbai,9000,Petrol,Automatic,First,998.0,67.0,5.0,4.25,Maruti,Wagon,4,20.51
Kochi,42876,Diesel,Automatic,First,1582.0,126.2,5.0,9.31,Hyundai,Verna,4,19.08
Bangalore,64000,Petrol,Manual,First,796.0,46.3,5.0,2.39,Maruti,Alto,9,19.7
Kochi,20488,Petrol,Manual,Second,1598.0,103.5,5.0,7.64,Volkswagen,Vento,2,16.09
Delhi,21000,Petrol,Manual,First,1197.0,83.1,5.0,6.21,Maruti,Baleno,4,21.4
Jaipur,119203,Diesel,Automatic,First,2179.0,115.0,5.0,16.5,Land,Rover,8,
Kochi,55987,Petrol,Automatic,First,1997.0,153.86,5.0,8.22,Honda,CR-V,9,13.7
Coimbatore,72668,Diesel,Manual,First,2755.0,174.5,7.0,28.85,Toyota,Fortuner,3,14.24
Mumbai,32000,Petrol,Automatic,First,1497.0,116.3,5.0,8.5,Honda,City,5,15.6
Bangalore,3000,Petrol,Automatic,Second,,,2.0,90.0,Mercedes-Benz,SLK-Class,6,12.0
Mumbai,10400,Petrol,Manual,First,1497.0,117.3,5.0,6.51,Honda,City,5,17.4
Mumbai,35000,Diesel,Manual,First,1248.0,74.0,5.0,4.65,Maruti,Swift,7,22.9
Kochi,55101,Petrol,Automatic,First,1794.0,138.1,5.0,8.4,Toyota,Corolla,7,14.53
Bangalore,57464,Diesel,Manual,First,1364.0,67.06,5.0,5.75,Toyota,Etios,6,23.59
Jaipur,110000,Petrol,Manual,First,998.0,67.1,5.0,1.11,Maruti,Wagon,14,18.9
Kochi,17941,Petrol,Manual,First,,,,3.93,Fiat,Punto,3,15.7
Mumbai,72000,Petrol,Automatic,First,1991.0,184.0,5.0,17.25,Mercedes-Benz,E-Class,6,12.0
Delhi,16000,Diesel,Automatic,First,2179.0,187.7,5.0,32.0,Jaguar,XF,8,16.36
Kochi,62020,Petrol,Manual,First,1197.0,80.0,5.0,3.45,Hyundai,i20,9,17.0
Pune,85000,Diesel,Automatic,Second,2179.0,147.51,5.0,23.0,Land,Rover,6,12.39
Kochi,14223,Petrol,Manual,First,1197.0,81.86,5.0,7.32,Hyundai,Elite,2,18.6
Jaipur,41210,Petrol,Manual,First,1198.0,86.7,5.0,4.4,Honda,Amaze,6,18.0
Bangalore,20000,Diesel,Automatic,First,2987.0,165.0,5.0,47.35,Mercedes-Benz,M-Class,5,
Coimbatore,18043,Petrol,Manual,First,796.0,47.3,5.0,4.12,Maruti,Alto,4,22.74
Chennai,80000,Diesel,Automatic,First,2755.0,171.5,7.0,19.5,Toyota,Innova,4,11.36
Hyderabad,21000,Petrol,Automatic,First,1197.0,82.0,5.0,6.2,Hyundai,Grand,4,18.9
Bangalore,49000,Diesel,Automatic,First,2993.0,,5.0,45.0,BMW,X3,4,16.55
Hyderabad,104000,Petrol,Manual,Second,970.0,,5.0,0.85,Maruti,1000,22,15.0
Chennai,95000,Petrol,Manual,Second,1197.0,80.0,5.0,2.8,Hyundai,i20,10,18.5
Pune,32000,Petrol,Automatic,First,1197.0,82.0,5.0,4.8,Hyundai,Grand,5,18.9
Pune,80000,Petrol,Manual,Second,,,,0.9,Hyundai,Santro,17,17.0
Hyderabad,122800,Diesel,Manual,First,1498.0,89.75,5.0,5.65,Ford,Fiesta,6,25.01
Ahmedabad,78000,Diesel,Manual,Second,2148.0,,5.0,14.5,Mercedes-Benz,E-Class,9,15.0
Ahmedabad,69000,Diesel,Manual,First,1248.0,74.0,5.0,5.9,Maruti,Swift,5,26.59
Pune,65000,Diesel,Manual,Second,1364.0,67.04,5.0,5.0,Toyota,Etios,5,23.59
Ahmedabad,23000,Petrol,Manual,First,1197.0,82.0,5.0,4.9,Hyundai,Xcent,5,19.1
Ahmedabad,70000,Petrol,Manual,First,1799.0,130.0,5.0,4.25,Honda,Civic,11,13.5
Chennai,250000,Diesel,Manual,First,2494.0,100.6,8.0,10.9,Toyota,Innova,6,12.99
Delhi,56000,Petrol,Manual,First,1495.0,94.0,5.0,2.45,Hyundai,Accent,8,13.2
Pune,30000,Petrol,Manual,First,796.0,47.3,5.0,2.5,Maruti,Alto,7,22.74
Kolkata,35000,Petrol,Automatic,First,,,2.0,29.5,Mercedes-Benz,SL-Class,10,8.1
Jaipur,92250,Diesel,Manual,Second,1498.0,89.84,5.0,5.75,Ford,Ecosport,7,22.7
Pune,40000,Petrol,Manual,First,1197.0,81.86,5.0,5.0,Hyundai,Xcent,2,20.14
Kochi,96848,Petrol,Automatic,First,1598.0,103.6,5.0,4.62,Skoda,Rapid,6,14.3
Delhi,42000,Diesel,Automatic,First,1968.0,174.33,5.0,23.5,Audi,Q3,4,15.73
Kolkata,55886,Diesel,Manual,First,2179.0,140.0,7.0,7.25,Mahindra,XUV500,7,16.0
Kochi,12336,Petrol,Manual,First,1591.0,121.3,5.0,11.88,Hyundai,Verna,1,17.0
Chennai,60000,Petrol,Manual,Third,1599.0,103.2,5.0,2.25,Hyundai,Verna,11,13.9
Pune,83000,Petrol,Manual,Second,1597.0,92.0,5.0,0.85,Ford,Ikon,17,14.2
Pune,24000,Petrol,Manual,First,1198.0,67.04,5.0,4.0,Nissan,Micra,2,19.69
Pune,32198,Petrol,Automatic,First,1198.0,86.8,5.0,5.1,Honda,Brio,4,16.5
Hyderabad,92247,Diesel,Manual,First,2494.0,100.6,7.0,12.5,Toyota,Innova,6,12.99
Chennai,121311,Diesel,Manual,First,1498.0,108.5,5.0,2.9,Volkswagen,Vento,9,20.64
Coimbatore,66296,Diesel,Manual,First,2179.0,140.0,7.0,15.96,Mahindra,XUV500,4,16.0
Mumbai,41000,Petrol,Automatic,First,1197.0,82.0,5.0,5.45,Hyundai,Xcent,5,16.9
Kochi,38681,Diesel,Manual,First,2198.0,157.7,7.0,23.86,Ford,Endeavour,3,13.5
Kochi,43761,Petrol,Manual,First,995.0,62.0,5.0,1.75,Chevrolet,Spark,12,18.0
Hyderabad,17400,Diesel,Manual,First,1248.0,88.5,7.0,9.75,Maruti,Ertiga,3,24.52
Bangalore,61510,Diesel,Manual,First,1498.0,98.6,5.0,4.75,Honda,Amaze,7,25.8
Delhi,60000,Petrol,Manual,First,1497.0,117.3,5.0,6.25,Honda,City,6,17.4
Bangalore,35165,Diesel,Automatic,Second,1998.0,112.0,5.0,22.0,Mini,Cooper,6,23.8
Kochi,41617,Petrol,Automatic,First,1794.0,138.1,5.0,14.14,Toyota,Corolla,4,14.53
Kolkata,45000,Petrol,Manual,First,1086.0,,5.0,0.95,Hyundai,Santro,15,17.0
Delhi,65000,Petrol,Automatic,First,1798.0,157.75,5.0,11.95,Skoda,Superb,6,13.7
Delhi,68000,Petrol,Manual,First,998.0,67.1,5.0,2.5,Maruti,Wagon,9,18.9
Mumbai,49000,Petrol,Manual,First,1086.0,68.05,5.0,2.75,Hyundai,i10,7,19.81
Coimbatore,16698,Petrol,Manual,First,1199.0,84.0,5.0,5.85,Tata,Tiago,1,23.84
Ahmedabad,30965,Petrol,Manual,First,1197.0,83.1,5.0,6.25,Maruti,Baleno,4,21.4
Mumbai,56058,Petrol,Manual,First,1598.0,103.2,5.0,4.95,Volkswagen,Vento,6,15.04
Pune,15356,Petrol,Manual,First,1197.0,81.86,5.0,4.75,Hyundai,Grand,3,18.9
Delhi,54000,Diesel,Manual,First,1399.0,68.05,5.0,2.55,Ford,Figo,7,20.0
Pune,47000,Petrol,Automatic,Second,1799.0,130.3,5.0,4.5,Honda,Civic,9,13.9
Kochi,21652,Petrol,Manual,First,796.0,47.3,5.0,3.01,Maruti,Alto,5,22.74
Hyderabad,52000,Diesel,Automatic,First,1999.0,177.0,5.0,42.0,Land,Rover,4,15.68
Kolkata,35010,Diesel,Automatic,First,2698.0,179.5,5.0,11.5,Audi,A6,10,12.4
